kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag
11853255,candidate,2.243380573,170.679233,0.915,1.1196,821.7,82.88,38.9,1,0.5576,4149,4.698,0.564,0.578,15.135
3834360,non-candidate,2.908453928,170.12474,1.195,2.5363,427.5,59.03,40.4,1,0.8994,5786,4.558,0.824,0.895,14.722
4076098,candidate,3.990105908,355.840837,0.582,2.4108,6154.9,87.09,247.8,1,0.9883,5926,4.519,0.913,1.004,15.572
8733497,non-candidate,76.81985465,188.1256603,0.728,5.16249,229160,89.73,2314.5,1,0,5654,4.59,0.774,0.865,14.063
7708193,non-candidate,7.942583252,134.817062,1.522,7.0612,88327,81.42,855.4,1,0.0001,5516,3.765,2.178,1.007,15.994
6584273,candidate,51.1104797,143.77855,0.029,7.712,330,89.97,21.9,1,0.4541,5968,4.534,0.881,0.97,14.06
8741470,candidate,6.23968392,133.72124,0.679,0.668,155.9,89.27,9,1,0.3684,5751,4.303,1.143,0.956,13.795
11599800,non-candidate,422.255426,160.6562,0.3769,4.974,1935,89.95,17.4,1,,6273,4.364,1.139,1.092,15.17
2305819,non-candidate,135.57186,245.3504,0.2687,9.94,41.2,89.95,5.7,1,,6070,4.117,1.277,0.778,11.766
4054784,candidate,1.8679943,133.22986,0.173,1.087,73.4,89.24,10,1,0.8113,5487,4.568,0.815,0.899,14.185
9292100,candidate,91.507044,184.2723,0.1665,5.019,539,89.95,12.4,1,,5040,4.635,0.626,0.616,14.969
10156110,non-candidate,4.85603482,135.9933,0.134,3.078,76.7,89.36,8.2,1,0.1174,6469,4.385,1.193,1.26,14.826
9839081,non-candidate,2.559236603,132.263863,1.251,1.6706,11273,80.03,45.7,1,0.6846,5955,4.534,0.883,0.972,14.752
9904006,candidate,8.48651582,138.01698,0.009,5.267,110.8,89.96,21.1,3,0.5501,6178,4.269,1.267,1.085,13.573
10227020,candidate,9.84824649,138.38845,0.55,5.7471,436.7,87.2,25.3,4,0.6436,5814,4.269,1.248,1.055,15.344
12204137,candidate,9.54060855,131.91276,0.031,1.869,462,89.96,11.2,1,0.5645,5271,4.522,0.831,0.839,15.836
8743244,non-candidate,365.61087,185.4567,0.935,16.102,1116,89.32,12.3,2,0.0104,6060,4.408,1.068,1.061,15.386
5738496,non-candidate,9.50150926,175.67002,1.237,6.852,509.5,63.77,34.8,1,0.7814,5938,4.518,0.908,0.992,14.799
5521300,non-candidate,18.13559979,138.31557,1.194,2.019,452.7,85.68,16.4,1,0.4392,6184,4.448,1.038,1.1,14.99
3130300,non-candidate,5.76573396,133.30941,0.708,2.924,248,86.31,22.2,1,0.4949,5772,3.364,4.434,1.657,14.313
6128141,non-candidate,1.872620976,132.727701,1.242,1.7626,1530.6,65.44,181.9,1,0.9737,6031,4.427,1.004,0.983,14.337
3245661,non-candidate,0.7088055,132.168239,1.238,3.6789,17575,41.28,195.6,1,-1,5989,4.5,0.908,0.95,15.036
7917068,candidate,416.9504,227.392,0.9542,4.026,479.8,89.95,6.9,1,,5751,3.708,2.611,1.269,12.692
12023089,non-candidate,0.623441636,131.6792187,1.2127,1.46001,19340,63.03,164.7,1,,5319,4.612,0.654,0.638,15.626
8222813,candidate,8.70420525,357.55941,0.5,2.9385,1074.9,88.6,74,2,0.7793,5074,4.474,0.863,0.809,15.07
6862328,candidate,119.0207044,222.236492,0.076,8.1405,7430.5,89.96,223.5,1,0.0001,5453,4.342,1.062,0.904,15.085
12068975,candidate,25.2100146,154.41122,0.771,6.553,62.1,87.69,18.8,4,0.454,6003,4.303,1.109,0.902,11.811
8443265,non-candidate,0.614701901,132.08465,0.2344,0.947,131.6,87.09,11.2,1,,4954,4.563,0.724,0.699,15.893
8955709,non-candidate,0.942997994,132.24469,0.153,1.1658,539.2,88.6,29.2,1,0.82,4499,4.59,0.693,0.681,15.878
4386607,non-candidate,5.99321872,133.6359,0.02,3.92,203.2,89.9,9.5,1,0.6108,5853,4.544,0.868,0.961,15.512
5880320,candidate,12.10968709,140.21258,0.924,6.3461,284.7,81.62,33.4,4,0.8922,6021,4.093,1.458,0.96,14.348
10122538,candidate,5.53609368,131.88286,0.791,2.2942,1223.3,86.33,22.6,5,0.8853,3891,4.718,0.564,0.605,16.279
10141900,candidate,4.09667624,133.09833,0.142,2.19,302.3,89.43,16.2,4,0.8198,4999,4.49,0.843,0.8,15.692
11853878,candidate,3.69298623,132.73624,0.775,1.7744,763.3,85.88,33.9,3,0.818,4402,4.682,0.572,0.575,14.265
7948784,candidate,10.08744556,135.13582,0.921,2.9884,568.1,85.49,39.9,1,0.4189,6310,4.417,1.095,1.143,15.079
8377197,non-candidate,1.215181097,131.50904,0.1356,1.295,39.7,88.81,11.8,1,,6717,4.268,1.365,1.266,13.516
3348082,candidate,33.1981761,142.09873,0.826,4.709,336.7,88.53,11.8,3,0.1198,5570,4.066,1.548,1.019,15.035
4833421,candidate,12.46600444,134.003258,0.209,5.0066,2232.1,89.39,304.6,5,0.5683,6038,4.284,1.191,0.995,14.247
9873759,non-candidate,4.99473798,136.1785,0.46,3.05,99.5,87.66,17.5,1,0.1919,5406,4.569,0.819,0.907,13.819
9171801,non-candidate,3.187067566,171.64976,1.234,3.119,1037.4,62.34,37.2,1,0.9295,5450,4.552,0.811,0.857,15.653
6147122,non-candidate,15.45158184,142.21096,0.636,2.406,85.3,89.05,21,1,0.9977,7839,4.08,2.069,1.878,11.798
7802136,non-candidate,10.9802462,137.1376073,0.733,3.74464,50078,88.09,1555.4,1,0.0556,5952,4.462,0.897,0.851,14.212
5385647,non-candidate,12.4269264,141.4499,0.04,21.826,126.6,89.38,28.3,1,,5349,4.044,1.505,0.914,13.994
9401997,candidate,32.2964275,138.52615,0.207,4.561,472.2,89.78,17.9,1,0.7165,5246,4.47,0.891,0.854,15.2
4908495,non-candidate,1.560158562,132.368518,0.712,3.4248,240160,81.74,459.9,1,-1,4926,4.548,0.749,0.724,13.871
7767781,candidate,39.42516213,133.1963483,,2.18,,,,1,,,,,,15.72
10858785,non-candidate,0.952371227,132.34095,1.2,3.926,352.5,18.9,42.6,1,0.9241,6086,4.511,0.921,1.003,15.868
4840513,non-candidate,66.34455122,153.314206,,3.64,,,,2,,,,,,15.189
7021681,candidate,27.52194772,189.824523,0.35,4.047,2312.8,89.61,106.5,3,0.1373,3780,4.746,0.511,0.531,15.108
2449074,non-candidate,4.94402197,173.75192,1.157,4.062,363.3,60.24,33,1,0.6248,6013,4.035,1.7,1.141,13.15
7630229,candidate,278.1243979,177.51831,0.871,3.978,2297.8,89.84,58.5,1,0.005,5799,4.408,1.05,1.028,13.714
8804455,non-candidate,2.392630668,133.7861,0.909,1.3705,101.5,81.24,20.5,2,0.7025,5716,4.343,1.091,0.955,13.482
8561063,candidate,1.865114193,133.792344,0.785,0.4279,1124.8,88.02,56.9,3,0.9296,3292,5.215,0.148,0.132,15.92
6385302,non-candidate,411.5403964,185.353922,,17.33,,,,1,,,,,,15.352
8145789,non-candidate,0.835315046,131.9570817,1.224,2.45449,16876,56.33,939.5,1,0,5009,4.584,0.69,0.666,15.314
9837685,candidate,13.71218522,135.51875,0.68,2.437,786.7,88.82,22.6,1,0.5079,5550,4.562,0.831,0.923,15.935
8590527,non-candidate,0.739769962,131.9671179,1.212,1.95901,20729,60.12,726.2,1,0.679,6465,3.947,1.847,1.101,11.634
10470206,non-candidate,46.56675437,196.31173,0.87,7.831,801.1,88.01,111.3,1,0.0233,6629,4.132,1.619,1.302,13.893
6878240,candidate,22.2508509,149.43326,0.771,1.745,618.7,89.33,11.4,2,0.8912,5307,4.572,0.757,0.782,15.996
10089911,candidate,11.6089351,142.73625,1.105,2.957,199.6,78.73,8.7,2,0.4077,6303,3.595,3.53,1.786,13.487
3344427,non-candidate,1.303570451,146.145985,0.548,2.28163,332340,85.28,573.2,1,-1,4884,3.279,3.584,0.891,15.832
12356914,non-candidate,27.30815016,143.504361,0.167,4.43906,388000,89.87,820.9,1,-1,5541,4.574,0.739,0.747,15.529
6630943,non-candidate,0.690405794,131.7301,0.281,1.7407,178.4,84.65,43,1,0.9293,5204,4.515,0.786,0.736,14.606
9115681,non-candidate,1.86390886,132.19741,1.2,4.414,176.1,24.58,18.3,1,0.8567,6689,3.594,3.381,1.639,13.027
7939330,candidate,29.5422566,137.57837,0.959,13.902,879.9,81.44,39.5,2,0.5159,5510,4.572,0.803,0.877,15.481
3345675,candidate,120.003364,250.137832,0.78,3.3803,39596,89.82,131.1,1,0.3724,4315,4.627,0.668,0.688,15.635
3248033,non-candidate,1.334101467,133.703081,0.153,2.1033,120.8,88.2,43,1,0.8166,6178,4.106,1.58,1.16,12.161
7673192,candidate,4.02877097,133.76774,0.193,3.173,100.4,88.85,18.6,5,0.6692,6052,4.285,1.202,1.015,13.268
10265602,candidate,165.3447044,174.29621,0.917,3.09,4899,89.77,48,1,0.0757,5594,4.52,0.812,0.798,15.548
9784222,non-candidate,0.798200403,133.962079,1.193,1.8261,396.8,32.1,65.9,1,0.9831,6258,4.449,1.031,1.087,14.613
10341781,non-candidate,0.93371211,131.5372,0.119,4.76,126.2,85.8,14.3,1,0.316,4604,4.591,0.696,0.69,15.393
11400356,non-candidate,677.56282,214.2391,0.537,10.53,631,89.93,8.5,1,0.9691,5511,4.477,0.872,0.833,15.721
6198182,candidate,5.1777226,133.5044,0.025,8.275,41.7,89.95,6.1,2,,5854,4.469,0.979,1.03,12.32
4773155,non-candidate,25.70600117,156.644215,0.43,10.969,464960,89.15,2008.1,1,-1,5642,4.498,0.903,0.936,13.592
8700558,non-candidate,4.79179893,173.51679,1.209,2.9283,123.9,57.32,46.3,1,0.3079,6499,4.408,1.103,1.135,12.174
10662202,non-candidate,36.5521313,165.0716,0.4969,2.481,282.9,89.95,7.7,4,,4722,4.723,0.527,0.536,15.377
2997459,candidate,16.3368863,132.20816,0.066,3.597,225.9,89.89,12.1,1,0.1094,5410,4.49,0.859,0.834,15.05
8278371,candidate,0.677374687,133.94573,0.132,1.8361,76.7,87.38,38.7,1,0.9674,5718,4.395,1.037,0.974,13.326
10482160,candidate,7.34373964,137.29874,0.185,1.1784,574.4,89.78,32.2,1,0.9906,5757,4.597,0.762,0.865,14.657
9941859,candidate,96.6781852,140.18339,0.336,5.6957,951.3,89.85,44.7,3,0.568,5386,4.322,1.076,0.886,14.598
8950568,candidate,8.30537702,139.7437,0.489,3.751,365.6,88.14,28.5,4,0.9967,5435,4.495,0.873,0.87,14.779
3663141,non-candidate,2.31894284,132.9696,0.72,5.321,66.5,73.2,13.6,1,0.7822,5780,4.438,1,1,13.232
9583881,candidate,18.00932214,182.441015,0.55,4.9611,3004.4,88.73,245.2,1,0.5038,5815,4.54,0.877,0.973,14.794
3834317,non-candidate,2.18079098,132.39262,0.74,12.13,83.2,54.35,69.3,1,0.1222,6911,3.661,3.339,1.865,10.008
12735740,candidate,282.5253558,363.071925,0.248,10.7965,9746.4,89.93,696,1,0.9138,5725,4.506,0.913,0.974,12.62
9150827,candidate,14.53410833,145.42643,0.766,3.3094,510.6,88.07,32.5,2,0.6231,3957,4.693,0.553,0.551,14.688
10271691,non-candidate,63.909601,136.6718,0.0578,11.85,143,89.95,6.1,1,,5227,4.668,0.643,0.701,14.746
8416523,candidate,0.341842017,131.660336,0.957,1.1554,285.6,40.98,70.1,1,0.9704,5016,4.601,0.747,0.817,14.915
5856571,candidate,9.59068586,132.68264,0.359,3.452,544.6,88.99,40,2,0.004,5476,3.904,1.673,0.819,13.237
8355131,candidate,4.3638313,135.33772,0.39,1.457,194.1,88.96,10.3,1,0.9181,5623,4.596,0.763,0.853,15.642
11913052,non-candidate,3.74785307,134.17465,0.217,3.444,145.9,88.49,17,1,0.9628,4929,3.001,7.7,2.167,13.846
7107561,non-candidate,0.812587678,131.56261,0.515,1.1144,62.9,83.93,21.7,1,1,6143,4.009,1.877,1.312,13.429
6276791,candidate,9.32867952,135.87513,0.035,1.572,354.4,89.96,12.7,2,0.7208,5749,4.547,0.864,0.961,15.466
9007866,non-candidate,1.3866358,134.3472,0.3783,4.77,70.1,80.21,6.8,1,,5693,4.551,0.856,0.95,15.755
3329985,non-candidate,146.355097,226.299,0.0515,5.034,820,89.95,6,1,,3401,4.964,0.29,0.282,15.913
12058931,candidate,9.82578495,131.42495,0.888,5.2498,433.3,83.03,38.1,2,0.2179,6246,4.433,1.092,1.18,14.896
6841577,non-candidate,15.53753378,140.2734399,0.425,5.8262,209010,89.13,2807.8,1,-1,5704,4.476,0.868,0.822,14.875
9391208,candidate,16.56062577,133.49703,0.96,2.611,700.8,86.99,30.8,1,0.7112,5818,4.436,0.855,0.727,15.198
8264097,non-candidate,2.897436854,132.038502,0.642,3.2833,289810,86.27,274.2,1,0.3308,5780,4.438,1,1,17.687
5108946,non-candidate,0.591280187,131.74406,0.395,1.1656,135,83.81,21.6,1,0.9462,6246,4.433,1.092,1.18,15.046
5951416,non-candidate,367.73299,302.3576,0.0064,10.158,503.9,89.95,11.2,2,,6225,4.481,0.931,0.958,14.892
10464078,non-candidate,19.40393776,172.484253,0.804,12.2155,8918.7,84.93,214.7,1,0.806,5043,4.591,0.68,0.657,15.487
5456651,candidate,11.76307164,180.93613,0.048,2.9076,1037.3,89.91,48.9,2,0.9555,4959,4.603,0.756,0.849,15.208
10552700,non-candidate,0.94808587,131.93348,1.105,8.03,229.8,9.31,145.3,1,-1,6875,3.798,2.856,1.868,11.601
8328916,candidate,6.07855,132.5345,0.3408,3.408,102.7,88.24,10.4,1,,6119,4.346,1.114,1.003,14.458
8480582,candidate,18.5010898,149.17569,0.719,3.179,421.1,88.72,14.7,1,0.2418,5242,4.613,0.734,0.815,15.789
6697605,candidate,3.42064689,132.30629,0.92,1.767,356.8,82.03,13.9,2,0.5491,5370,4.411,0.966,0.877,15.472
5598595,non-candidate,0.648774274,131.74545,0.078,2.643,231,87.76,26.1,1,0.7601,5026,4.557,0.729,0.701,15.399
7369523,non-candidate,2.659418888,133.3208183,0.634,6.98414,305230,81.75,5776.1,1,-1,6156,4.5,0.932,1,14.905
11337141,candidate,4.04355245,131.62995,0.984,1.965,416.2,78.42,21.2,1,0.9307,3871,4.744,0.532,0.573,14.963
8652997,candidate,362.22202,385.738,0.5664,14.29,52.5,89.95,14.6,1,,6113,4.168,1.277,0.874,11.189
10745365,candidate,8.9172863,139.6051,0.062,4.468,196.3,89.77,7.2,1,0.3984,6210,4.467,0.986,1.035,14.671
4820550,candidate,202.1168173,292.05064,0.906,4.683,2701.2,89.71,56.3,1,0.8119,5536,4.498,0.917,0.964,13.922
7891294,candidate,3.07714195,133.4849,0.983,3.571,34.2,56.21,9.9,1,0.1613,6108,4.251,1.336,1.162,12.889
12120943,candidate,8.98128472,354.83042,0.294,5.0397,4924,88.79,76.6,1,0.5444,5977,4.473,1.022,1.133,15.703
3230227,non-candidate,7.047106212,132.75015,1.077,3.16223,69626,86.39,548.5,1,0.3484,8162,3.973,2.321,1.845,9.002
7269493,candidate,1.907810683,131.63784,0.41,1.8707,120.5,86.74,40.9,2,0.8863,5435,4.578,0.824,0.937,12.852
3219037,candidate,5.0395851,133.828,0.1968,4.556,70.1,88.81,9.6,2,,5912,4.453,0.924,0.884,14.634
9821454,candidate,17.9776037,147.7515,0.721,4.605,213.9,88.06,23.3,2,0.1035,6296,4.46,1.006,1.066,14.307
10617017,candidate,13.15140223,144.16237,0.872,5.439,97.8,84.73,25.5,1,0.6279,6154,4.12,1.636,1.287,12.071
7019524,candidate,5.30873978,134.25061,0.173,3.018,127.5,89.26,16.7,1,0.3333,5914,4.483,0.955,1.011,14.699
8618147,non-candidate,345.128277,218.662,0.175,15.925,324.4,89.94,11.4,1,0.3069,6214,4.442,1.076,1.169,14.495
3644071,non-candidate,359.047933,295.76934,0.002,16.637,5622.7,90,91.1,2,0,5609,4.346,1.048,0.889,14.215
4471747,candidate,51.3901452,145.3192,0.946,5.995,494,87.91,15.4,1,0.0943,6074,4.284,1.292,1.173,15.03
8211824,non-candidate,0.84112187,132.164939,1.0871,2.0431,75070,72.19,89.7,1,,5048,4.571,0.707,0.679,16.055
9025971,candidate,141.2415405,256.205347,0.12,6.7645,12990,89.96,380.9,1,0.5417,5705,4.397,1.017,0.941,14.524
9818462,candidate,25.9421582,156.18894,0.577,4.045,569.7,89.2,31.6,1,0.687,5167,4.585,0.796,0.891,14.817
3835670,candidate,14.55730897,145.095012,0.036,7.7643,956.9,89.86,200,1,0.5731,5774,4.159,1.412,1.048,13.397
11701407,candidate,18.8262877,134.70322,0.198,2.344,795.8,89.82,19.9,1,0.7797,5215,4.481,0.845,0.787,15.279
6615511,candidate,25.1593389,153.0404,0.035,5.198,358.1,89.95,13.1,1,0.3663,5973,4.506,0.935,1.024,15.759
2584163,candidate,14.5598556,135.95038,0.026,5.624,290.6,89.93,15.6,1,0.917,5959,4.46,0.966,0.983,15.16
12108293,non-candidate,0.705455349,131.67764,0.447,2.469,74.9,77.67,18,1,0.9896,5383,4.614,0.736,0.824,14.837
9364290,candidate,5.26211833,136.37566,0.71,3.244,194.5,85.48,20.3,2,0.999,5587,4.188,1.309,0.963,14.623
8223568,candidate,143.09688,143.701,0.1129,17.74,125,89.95,6.4,2,,6725,4.335,1.31,1.354,11.538
8321314,candidate,15.03366411,144.98055,0.01,3.272,374.9,89.98,22.2,1,0.41,5523,4.526,0.891,0.972,14.837
7289338,candidate,5.77451117,134.51434,0.348,3.752,156.3,88.21,11.2,2,0.6503,5821,4.127,1.492,1.088,15.589
6936977,non-candidate,36.47311505,159.7666622,1.003,2.91005,161930,89.54,1899.1,1,0.6318,5452,4.594,0.766,0.854,14.359
6021193,candidate,7.54235832,132.96117,0.318,4.73,132.5,88.44,25.8,3,0.5941,5711,4.221,1.391,1.173,13.353
7032421,non-candidate,0.56683399,131.7800607,,0.75,,,,2,,,,,,14.792
10140843,non-candidate,367.19796,134.1748,0.0858,15.92,146.1,89.95,10.7,1,,6054,4.525,0.889,0.966,13.592
5276332,non-candidate,357.82544,255.208,0.636,9.12,152.5,89.85,11.1,1,0.1324,6131,4.248,1.312,1.109,12.117
5551504,non-candidate,1.204529346,131.93613,0.383,1.62,86.9,85.89,11.1,1,0.0283,5340,4.046,1.504,0.917,14.259
5003670,candidate,7.99144696,136.25855,0.94,3.639,145,81.62,12.8,3,0.6298,5700,4.434,1.006,1.003,14.955
8718273,non-candidate,3.479508244,133.389072,1.252,3.9097,3000.4,66.61,195.7,1,0.5675,4630,2.437,12.623,1.588,10.565
8892720,non-candidate,61.4911479,163.633663,0.681,9.745,58703,89.22,1421.7,1,0,5830,4.54,0.876,0.97,15.523
10676824,candidate,6.45442931,173.21478,0.749,2.6772,586.1,86.67,45.3,1,0.3645,6092,4.496,0.943,1.016,14.854
3544689,non-candidate,1.922861499,134.658644,0.943,3.5734,1916.2,63.89,103.4,1,0.0054,5778,4.531,0.911,1.028,14.942
11618798,non-candidate,42.9261364,138.5107,0.2964,2.578,378.4,89.95,8.6,1,,5628,4.503,0.953,1.054,15.395
9886661,candidate,5.082748362,133.21176,0.063,1.7732,276.7,89.84,40.9,1,0.9643,5430,4.555,0.858,0.961,13.984
12519942,candidate,15.3416245,134.98686,0.0481,2.126,269.6,89.95,9.2,1,,5061,4.504,0.814,0.771,14.813
3240159,non-candidate,82.13761,196.1225133,1.221,6.11904,210770,89.53,3583.1,1,0,6395,3.904,2.012,1.183,12.261
9006449,candidate,33.8845825,159.98819,0.961,6.538,224.1,85.87,17.2,3,0.202,5607,4.447,0.886,0.8,14.447
9285568,candidate,2.55315031,132.44849,0.32,1.849,185.3,88.19,15.4,1,0.0449,5970,4.521,0.908,0.996,15.424
11176127,candidate,10.47548084,152.64165,0.664,2.3024,1070.7,88.61,40.3,3,0.5176,4463,4.677,0.611,0.662,15.415
10031918,non-candidate,8.5900471,131.9816,0.098,3.463,137,89.71,9.6,1,0.6107,4914,4.575,0.707,0.684,14.832
9602613,candidate,7.57299816,131.94317,0.411,2.645,30.2,88.83,10.9,2,0.696,5495,4.442,0.961,0.932,11.83
8564587,candidate,11.60908533,133.99324,0.03,2.2603,489.3,89.96,34.1,2,0.7008,5320,4.589,0.786,0.882,14.809
9530945,candidate,17.40665216,171.00688,0.022,6.864,586.9,89.94,85.7,2,0.5461,6086,4.274,1.216,1.013,13.998
8081899,candidate,4.16056658,132.27418,0.069,2.61,75.8,89.68,16.3,1,0.2781,5481,4.574,0.815,0.914,13.889
10031808,non-candidate,8.589644815,132.0206787,0.686,9.49469,269520,86.04,5324.6,1,-1,6331,3.813,2.194,1.142,9.557
11403044,candidate,4.125543472,169.752585,0.597,3.1744,1487.3,85.95,128.6,1,0.6043,6174,4.417,1.103,1.162,15.506
7596240,candidate,13.3997555,131.84235,0.375,3.534,167.3,89.21,13.6,1,0.3268,6401,4.389,1.15,1.183,14.924
5211922,non-candidate,27.6853358,132.70397,0.897,4.661,1660.7,87.89,49.3,1,0.0214,5216,4.673,0.639,0.704,15.329
3120397,non-candidate,20.5311708,136.4829,0.547,5.67,284.6,88.68,9.8,1,0.3055,5398,4.58,0.805,0.902,15.673
10619142,non-candidate,2.04516705,132.36168,0.74,3.625,154.8,76.18,16.5,1,0.461,9206,4.112,2.157,2.194,14.978
5471489,non-candidate,39.2820405,139.9224,1.241,3.344,157.5,85.37,6.9,2,,6143,3.81,2.136,1.074,13.046
11551692,candidate,3.005156911,137.103362,0.844,2.0747,691.6,82.59,115.1,3,0.4268,4920,4.62,0.72,0.822,12.231
8826878,candidate,5.15448142,171.6389,0.933,3.228,697.5,80.1,48.1,1,0.0504,5431,4.457,0.884,0.816,15.365
9790965,candidate,4.74701479,133.33305,64.5159,2.464,3622,29.22,10.1,2,,6531,3.962,1.921,1.234,13.388
11090765,candidate,21.21712312,171.64936,0.89,5.89,636,86.39,56.2,1,0.8264,6191,4.438,1.007,1.01,14.56
11338091,candidate,293.38641,308.6624,0.537,15.23,94.9,89.76,13.4,1,0.0022,6392,4.213,1.34,1.067,11.097
3114667,non-candidate,0.888584158,132.100098,0.453,2.25012,412710,84.7,691.2,1,-1,4324,4.639,0.616,0.604,17.375
6021655,non-candidate,63.571688,186.4598,0.7182,6.01,591,89.38,5.4,1,,5504,4.572,0.819,0.918,15.635
9967398,non-candidate,49.873958,167.55502,0.4119,1.351,562,89.95,5.7,1,,4979,4.632,0.629,0.618,15.518
6042214,non-candidate,27.04627886,171.95525,0.962,2.666,900.8,88.14,48.8,1,0.0024,6332,4.516,0.915,1.001,14.173
8874090,candidate,18.9060921,140.82932,0.004,4.125,375.6,89.99,11.9,2,0.2659,3751,4.813,0.45,0.479,15.931
7211141,candidate,51.92920654,151.93321,0.398,5.2637,3425.8,89.69,81.8,1,0.0427,5671,4.128,1.442,1.017,15.897
2859299,non-candidate,0.643703667,131.984908,0.036,0.801,172,89.67,40.3,1,0.9918,6161,4.362,1.114,1.038,13.791
6866228,non-candidate,7.702374154,137.563452,3.346,3.8459,18377,77.38,157.2,1,0.4045,5598,4.565,0.83,0.928,15.144
6209798,non-candidate,1.205412526,131.93619,1.092,1.537,109.2,40.58,17.2,1,0.998,6292,4.32,1.122,0.959,13.064
2970670,candidate,0.947554749,131.87955,0.058,1.097,65.4,89.51,12.4,1,0.9886,5508,4.569,0.84,0.955,13.853
8827575,candidate,15.6112238,144.8735,0.468,3.873,113.5,89.03,15.7,2,0.051,5383,4.528,0.842,0.874,13.573
10420301,non-candidate,45.4333769,172.93877,0.959,6.351,905.8,87.45,18.1,1,0.984,4371,4.712,0.559,0.587,15.773
5866104,non-candidate,36.97709537,133.6264,0.75,5.2063,217140,89.41,204.9,1,0,5780,4.438,1,1,17.066
9726452,candidate,42.48452259,165.1372596,,4.16,,,,1,,,,,,14.824
11073238,non-candidate,452.40428,189.0844,0.6038,17.2,216.7,89.95,8.2,1,,6195,4.437,1.029,1.051,13.752
5471566,non-candidate,0.9628348,132.1907,0.309,2.259,92.8,84.45,7.6,1,0.9734,5559,4.554,0.838,0.917,15.466
4042088,non-candidate,3.22598684,134.7245837,,1.67,,,,1,,,,,,13.43
4563268,candidate,7.75192755,176.17197,0.546,3.5413,407.3,87.83,77.3,2,0.8874,5604,4.52,0.912,1.004,13.307
8973129,candidate,24.1738244,135.62471,0.251,3.056,532.6,89.76,21.5,1,0.0646,5468,4.427,0.968,0.913,15.056
7116117,non-candidate,0.566801886,131.8258,0.3733,5.733,5.9,68.75,16.3,1,,7589,4.023,2.169,1.809,10.238
8890150,candidate,34.9897847,144.20912,0.034,4.208,498.5,89.97,11.5,2,0.5278,3765,4.725,0.521,0.526,15.987
11718389,candidate,5.94373492,135.25897,0.197,1.847,301,89.54,13.2,1,0.8127,4391,4.598,0.682,0.671,15.583
2556650,candidate,2.852348262,132.044534,0.295,0.7051,1402.9,89.45,33.3,1,0.9859,3731,4.83,0.433,0.463,15.959
2569488,non-candidate,1.52327807,132.3306,0.026,3.813,924.2,89.53,78.5,1,0.2271,4477,2.633,7.912,0.981,14.161
12602999,candidate,8.2766028,131.7601,0.638,4.834,73.1,86.43,10,1,0.8551,6787,3.762,2.753,1.596,12.43
12459725,non-candidate,14.1798187,171.50237,0.1601,2.505,459.9,89.95,11.2,1,,5799,4.539,0.878,0.975,15.727
6842807,candidate,16.6146221,137.33276,0.017,2.706,361.2,89.98,10.6,1,0.2289,5295,4.548,0.8,0.825,15.46
7212066,non-candidate,3.840485025,134.446386,1.189,2.8592,31353,81.86,259.4,2,0.005,5731,4.532,0.823,0.841,15.26
3557493,non-candidate,0.393726813,133.310396,1.1898,2.95,564.6,13.75,64.8,1,,6277,4.449,1.031,1.085,15.025
8382339,non-candidate,5.40597608,131.61052,0.013,2.79,461,89.95,23.5,1,0.8201,4840,2.56,15.355,3.121,12.504
9777062,non-candidate,19.23003819,132.5814956,0.694,7.04412,266180,88.66,7232.1,1,-1,7703,3.844,2.916,2.165,12.241
10385682,non-candidate,3.103730697,132.8744585,0.539,6.93402,369230,84.24,5143.6,1,-1,6075,4.422,1.091,1.149,15.001
5731623,candidate,3.261759866,131.778858,0.949,1.7593,3876.1,82.54,190.4,1,0.3469,6131,4.497,0.945,1.023,15.28
7870390,candidate,9.7704486,175.71372,0.09,2.4517,1897.8,89.84,58,3,0.5992,3906,4.73,0.509,0.508,15.777
10925104,candidate,5.188563677,145.362252,0.179,2.3683,358.7,89.39,56.4,3,0.1985,3980,4.722,0.54,0.56,13.738
5866724,candidate,2.154911236,133.498613,0.113,3.1341,99.7,88.77,83,3,0.4969,6181,4.22,1.424,1.231,11.018
11497958,candidate,5.841636615,135.92315,0.026,1.8734,1336.3,89.94,41.1,5,0.9729,3526,4.866,0.383,0.394,15.921
11200415,non-candidate,4.63958598,172.21917,0.014,2.768,83.4,89.94,28.1,1,0.7364,6591,4.024,1.646,1.045,12.057
9412267,non-candidate,542.1615893,428.8111364,,8.77,,,,1,,,,,,14.043
5263167,candidate,3.39401963,134.37164,0.166,2.984,98.4,88.9,10,1,0.867,6181,4.431,1.029,1.036,15.42
10332883,candidate,1.151166776,133.231766,0.029,1.0907,578.4,89.8,83.7,1,0.6594,3951,4.73,0.535,0.561,14.44
5339567,candidate,4.86638504,134.01501,0.176,2.296,143.8,89.38,17.1,1,0.2298,5688,4.333,1.111,0.969,13.987
4833421,candidate,5.766165573,134.01725,0.017,3.8314,364.8,89.92,65.6,5,0.0553,6038,4.284,1.191,0.995,14.247
11771430,candidate,40.0306267,148.85882,0.322,4.815,214.5,89.7,19.5,1,0.3656,5855,4.227,1.373,1.161,13.628
12557548,candidate,0.65355361,132.058957,1.226,1.63,4595.9,50.98,217.4,1,0.7783,4550,4.622,0.66,0.666,15.692
